bacteria,huth,analysis,sample
Blautia,hutH,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,MGYA00721927,ERZ650700
Bacteroidaceae,hutH,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,MGYA00721929,ERZ650699
Rikenellaceae,hutH,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,MGYA00721929,ERZ650699
Bacteroidia,hutH,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,MGYA00721929,ERZ650699
Clostridiaceae,hutH,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,MGYA00721929,ERZ650699
Rikenellaceae,hutH,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,MGYA00721929,ERZ650699
Oscillospiraceae,hutH,MGYA00721929,ERZ650699
Bacteroidaceae,hutH,MGYA00721929,ERZ650699
Porphyromonadaceae,hutH,MGYA00721929,ERZ650699
Enterobacter,hutH,MGYA00721930,ERZ650698
Bifidobacteriales,hutH,MGYA00721930,ERZ650698
Blautia,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Bifidobacteriales,hutH,MGYA00721930,ERZ650698
Porphyromonadaceae,hutH,MGYA00721930,ERZ650698
Peptostreptococcaceae,hutH,MGYA00721930,ERZ650698
Bacteria,hutH,MGYA00721930,ERZ650698
Betaproteobacteria,hutH,MGYA00721930,ERZ650698
Sutterellaceae,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Porphyromonadaceae,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Rahnella,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Gammaproteobacteria,hutH1,MGYA00721930,ERZ650698
Bacteroidaceae,hutH,MGYA00721930,ERZ650698
Gammaproteobacteria,hutH,MGYA00721931,ERZ650697
Enterobacter,hutH,MGYA00721931,ERZ650697
Lachnoclostridium,hutH,MGYA00721931,ERZ650697
Firmicutes,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Bacteria,hutH,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,MGYA00721931,ERZ650697
Firmicutes,hutH,MGYA00721931,ERZ650697
Enterobacter,hutH,MGYA00721931,ERZ650697
Peptostreptococcaceae,hutH,MGYA00721931,ERZ650697
Porphyromonadaceae,hutH,MGYA00721931,ERZ650697
Gammaproteobacteria,hutH1,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Rikenellaceae,hutH,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,MGYA00721931,ERZ650697
Porphyromonadaceae,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Oscillospiraceae,hutH,MGYA00721931,ERZ650697
Betaproteobacteria,hutH,MGYA00721931,ERZ650697
unclassified Burkholderiales,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721931,ERZ650697
Oscillospiraceae,hutH,MGYA00721931,ERZ650697
Bacteroidia,hutH,MGYA00721931,ERZ650697
Bacteria,hutH,MGYA00721931,ERZ650697
Rikenellaceae,hutH,MGYA00721931,ERZ650697
Rikenellaceae,hutH,MGYA00721931,ERZ650697
Bacteroidia,hutH,MGYA00721931,ERZ650697
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
unclassified Burkholderiales,hutH,MGYA00721932,ERZ650696
unclassified Burkholderiales,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Bacteroidia,hutH,MGYA00721932,ERZ650696
Bifidobacteriales,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Rikenellaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Rikenellaceae,hutH,MGYA00721932,ERZ650696
Rikenellaceae,hutH,MGYA00721932,ERZ650696
Bacteroidia,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteria,hutH,MGYA00721932,ERZ650696
unclassified Burkholderiales,hutH,MGYA00721932,ERZ650696
Betaproteobacteria,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Rikenellaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Rikenellaceae,hutH,MGYA00721932,ERZ650696
Rikenellaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Bacteria,hutH,MGYA00721932,ERZ650696
Porphyromonadaceae,hutH,MGYA00721932,ERZ650696
Bacteroidaceae,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Clostridia,hutH,MGYA00721932,ERZ650696
Clostridia,hutH_2,MGYA00721932,ERZ650696
Synergistetes,hutH1,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Synergistetes,hutH,MGYA00721932,ERZ650696
Eubacteriaceae,hutH,MGYA00721932,ERZ650696
Lachnoclostridium,hutH,MGYA00721932,ERZ650696
Oscillospiraceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bifidobacteriales,hutH,MGYA00721934,ERZ650694
Porphyromonadaceae,hutH,MGYA00721934,ERZ650694
Porphyromonadaceae,hutH,MGYA00721934,ERZ650694
Rikenellaceae,hutH,MGYA00721934,ERZ650694
Enterobacter,hutH,MGYA00721934,ERZ650694
Betaproteobacteria,hutH,MGYA00721934,ERZ650694
unclassified Burkholderiales,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Porphyromonadaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Clostridiaceae,hutH,MGYA00721934,ERZ650694
Eubacteriaceae,hutH,MGYA00721934,ERZ650694
Synergistetes,hutH,MGYA00721934,ERZ650694
Clostridiales incertae sedis,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Rikenellaceae,hutH,MGYA00721934,ERZ650694
Oscillospiraceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidia,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Clostridiales incertae sedis,hutH,MGYA00721934,ERZ650694
Oscillospiraceae,hutH,MGYA00721934,ERZ650694
Clostridiaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidia,hutH,MGYA00721934,ERZ650694
Rikenellaceae,hutH,MGYA00721934,ERZ650694
Clostridiaceae,hutH,MGYA00721934,ERZ650694
Eubacteriaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidia,hutH,MGYA00721934,ERZ650694
Blautia,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721934,ERZ650694
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Bacteria,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH1,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Bacteroidia,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,MGYA00721935,ERZ650690
Bacteroidia,hutH,MGYA00721935,ERZ650690
Synergistetes,hutH,MGYA00721935,ERZ650690
Synergistetes,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
unclassified Burkholderiales,hutH,MGYA00721935,ERZ650690
Bacilli,hutH,MGYA00721935,ERZ650690
Firmicutes,hutH,MGYA00721935,ERZ650690
Firmicutes,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Oscillospiraceae,hutH,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Rikenellaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Rikenellaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Porphyromonadaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Rikenellaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Oscillospiraceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Synergistetes,hutH,MGYA00721935,ERZ650690
Bacteroidaceae,hutH,MGYA00721935,ERZ650690
Eubacteriaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Rikenellaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH1,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Sutterellaceae,hutH,MGYA00721936,ERZ650688
Porphyromonadaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Rikenellaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Clostridiaceae,hutH,MGYA00721936,ERZ650688
Oscillospiraceae,hutH,MGYA00721936,ERZ650688
Oscillospiraceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Bacteroidia,hutH,MGYA00721936,ERZ650688
Sutterellaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Enterobacter,hutH,MGYA00721936,ERZ650688
Bifidobacteriales,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH,MGYA00721936,ERZ650688
Bacillus,hutH,MGYA00721936,ERZ650688
Synergistetes,hutH,MGYA00721936,ERZ650688
Rhizobiaceae,hutH,MGYA00721936,ERZ650688
Clostridia,hutH,MGYA00721936,ERZ650688
Porphyromonadaceae,hutH,MGYA00721936,ERZ650688
Bacteroidaceae,hutH1,MGYA00721938,ERZ650682
Negativicutes,hutH,MGYA00721938,ERZ650682
Negativicutes,hutH,MGYA00721938,ERZ650682
Rikenellaceae,hutH,MGYA00721938,ERZ650682
Porphyromonadaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Rikenellaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Bacteroidia,hutH,MGYA00721938,ERZ650682
Bacteroidia,hutH,MGYA00721938,ERZ650682
Bacteroidia,hutH,MGYA00721938,ERZ650682
Negativicutes,hutH,MGYA00721938,ERZ650682
Negativicutes,hutH,MGYA00721938,ERZ650682
Eubacteriaceae,hutH,MGYA00721938,ERZ650682
Blautia,hutH,MGYA00721938,ERZ650682
Lachnoclostridium,hutH,MGYA00721938,ERZ650682
Blautia,hutH,MGYA00721938,ERZ650682
Porphyromonadaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Porphyromonadaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Porphyromonadaceae,hutH,MGYA00721938,ERZ650682
Sutterellaceae,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Rikenellaceae,hutH,MGYA00721938,ERZ650682
Porphyromonadaceae,hutH,MGYA00721938,ERZ650682
Lachnoclostridium,hutH,MGYA00721938,ERZ650682
Firmicutes,hutH,MGYA00721938,ERZ650682
Bacteroidaceae,hutH,MGYA00721938,ERZ650682
Clostridia,hutH,MGYA00721938,ERZ650682
Bacteroidia,hutH,MGYA00721938,ERZ650682
Gammaproteobacteria,hutH1,MGYA00721941,ERZ650677
Oscillospiraceae,hutH,MGYA00721941,ERZ650677
Rikenellaceae,hutH,MGYA00721941,ERZ650677
Bacteria,hutH,MGYA00721941,ERZ650677
unclassified Burkholderiales,hutH,MGYA00721941,ERZ650677
unclassified Burkholderiales,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Betaproteobacteria,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH1,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Porphyromonadaceae,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Porphyromonadaceae,hutH,MGYA00721941,ERZ650677
Rikenellaceae,hutH,MGYA00721941,ERZ650677
Oscillospiraceae,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Oscillospiraceae,hutH,MGYA00721941,ERZ650677
Bacteroidia,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Bacteroidaceae,hutH,MGYA00721941,ERZ650677
Bacteroidia,hutH,MGYA00721942,ERZ650676
Bacteroidia,hutH,MGYA00721942,ERZ650676
Rikenellaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidia,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Lachnoclostridium,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Rikenellaceae,hutH,MGYA00721942,ERZ650676
Blautia,hutH,MGYA00721942,ERZ650676
Porphyromonadaceae,hutH,MGYA00721942,ERZ650676
Blautia,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Blautia,hutH,MGYA00721942,ERZ650676
Bacteroidaceae,hutH,MGYA00721942,ERZ650676
Fusobacteria,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidia,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Rikenellaceae,hutH,MGYA00721943,ERZ1742298
Lachnoclostridium,hutH,MGYA00721943,ERZ1742298
unclassified Burkholderiales,hutH,MGYA00721943,ERZ1742298
unclassified Burkholderiales,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidia,hutH,MGYA00721943,ERZ1742298
Bacilli,hutH,MGYA00721943,ERZ1742298
Eubacteriaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Blautia,hutH,MGYA00721943,ERZ1742298
Rikenellaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Porphyromonadaceae,hutH,MGYA00721943,ERZ1742298
Clostridiales incertae sedis,hutH,MGYA00721943,ERZ1742298
Porphyromonadaceae,hutH,MGYA00721943,ERZ1742298
Porphyromonadaceae,hutH,MGYA00721943,ERZ1742298
Rikenellaceae,hutH,MGYA00721943,ERZ1742298
Bifidobacteriales,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH1,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Bacteria,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
unclassified Burkholderiales,hutH,MGYA00721943,ERZ1742298
Betaproteobacteria,hutH,MGYA00721943,ERZ1742298
Oscillospiraceae,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721943,ERZ1742298
Oscillospiraceae,hutH,MGYA00721943,ERZ1742298
Porphyromonadaceae,hutH,MGYA00721943,ERZ1742298
Enterobacter,hutH,MGYA00721943,ERZ1742298
Bacilli,hutH,MGYA00721943,ERZ1742298
Bacteria,hutH,MGYA00721943,ERZ1742298
Bacteroidaceae,hutH,MGYA00721945,ERZ650695
Betaproteobacteria,hutH,MGYA00721945,ERZ650695
Bacteroidaceae,hutH,MGYA00721945,ERZ650695
Bacteroidaceae,hutH,MGYA00721945,ERZ650695
Bacteroidaceae,hutH,MGYA00721945,ERZ650695
Bacteroidaceae,hutH,MGYA00721945,ERZ650695
Blautia,hutH,MGYA00721945,ERZ650695
Bacteroidaceae,hutH,MGYA00721945,ERZ650695
Clostridia,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Porphyromonadaceae,hutH,MGYA00721946,ERZ650693
Oscillospiraceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Rikenellaceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Ruminococcaceae,hutH,MGYA00721946,ERZ650693
Bacteroidia,hutH,MGYA00721946,ERZ650693
Rikenellaceae,hutH,MGYA00721946,ERZ650693
Rikenellaceae,hutH,MGYA00721946,ERZ650693
Bifidobacteriales,hutH,MGYA00721946,ERZ650693
Eubacteriaceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Porphyromonadaceae,hutH,MGYA00721946,ERZ650693
Clostridiaceae,hutH,MGYA00721946,ERZ650693
Firmicutes,hutH,MGYA00721946,ERZ650693
Firmicutes,hutH,MGYA00721946,ERZ650693
Sutterellaceae,hutH,MGYA00721946,ERZ650693
Porphyromonadaceae,hutH,MGYA00721946,ERZ650693
Oscillospiraceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Oscillospiraceae,hutH,MGYA00721946,ERZ650693
Bacteria,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Rikenellaceae,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
Porphyromonadaceae,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
Porphyromonadaceae,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
Bacteroidia,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
unclassified Burkholderiales,hutH,MGYA00721946,ERZ650693
Bacteroidaceae,hutH,MGYA00721946,ERZ650693
Betaproteobacteria,hutH,MGYA00721946,ERZ650693
Synergistetes,hutH,MGYA00721947,ERZ650692
Bacteroidia,hutH,MGYA00721947,ERZ650692
Bacteria,hutH,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Bacilli,hutH,MGYA00721947,ERZ650692
Gammaproteobacteria,hutH,MGYA00721947,ERZ650692
Rikenellaceae,hutH,MGYA00721947,ERZ650692
Blautia,hutH,MGYA00721947,ERZ650692
Firmicutes,hutH,MGYA00721947,ERZ650692
Firmicutes,hutH,MGYA00721947,ERZ650692
Bifidobacteriales,hutH,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Rikenellaceae,hutH,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Oscillospiraceae,hutH,MGYA00721947,ERZ650692
Ruminococcaceae,hutH,MGYA00721947,ERZ650692
Oscillospiraceae,hutH,MGYA00721947,ERZ650692
Gammaproteobacteria,hutH1,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Citrobacter,hutH,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Blautia,hutH,MGYA00721947,ERZ650692
Citrobacter,hutH,MGYA00721947,ERZ650692
Bacteroidaceae,hutH,MGYA00721947,ERZ650692
Synergistetes,hutH,MGYA00721947,ERZ650692
Synergistetes,hutH,MGYA00721947,ERZ650692
Porphyromonadaceae,hutH,MGYA00721947,ERZ650692
Bifidobacteriales,hutH,MGYA00721949,ERZ650691
Bacteria,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidia,hutH,MGYA00721949,ERZ650691
Bacteria,hutH,MGYA00721949,ERZ650691
Porphyromonadaceae,hutH,MGYA00721949,ERZ650691
Rikenellaceae,hutH,MGYA00721949,ERZ650691
Betaproteobacteria,hutH,MGYA00721949,ERZ650691
unclassified Burkholderiales,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Porphyromonadaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH1,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721949,ERZ650691
Porphyromonadaceae,hutH,MGYA00721949,ERZ650691
Bacteroidaceae,hutH,MGYA00721950,ERZ650689
Porphyromonadaceae,hutH,MGYA00721950,ERZ650689
Porphyromonadaceae,hutH,MGYA00721950,ERZ650689
Fusobacteria,hutH,MGYA00721950,ERZ650689
Blautia,hutH,MGYA00721950,ERZ650689
Peptostreptococcaceae,hutH,MGYA00721950,ERZ650689
Bacteroidaceae,hutH,MGYA00721950,ERZ650689
Porphyromonadaceae,hutH,MGYA00721950,ERZ650689
Bacteroidaceae,hutH,MGYA00721950,ERZ650689
Bacteroidaceae,hutH,MGYA00721950,ERZ650689
Ruminococcaceae,hutH,MGYA00721950,ERZ650689
Betaproteobacteria,hutH,MGYA00721950,ERZ650689
Bacteria,hutH,MGYA00721950,ERZ650689
Bacteroidaceae,hutH,MGYA00721950,ERZ650689
Bacteroidaceae,hutH,MGYA00721950,ERZ650689
Negativicutes,hutH,MGYA00721950,ERZ650689
Negativicutes,hutH,MGYA00721950,ERZ650689
